S.no,District,RegisteredUsers,Appopens,Quarter,Year,State
5833,lohardaga district,27627,483440,1,2020,jharkhand
5834,sahebganj district,56249,960216,1,2020,jharkhand
5835,giridih district,195939,3768943,1,2020,jharkhand
5836,bokaro district,352220,7783605,1,2020,jharkhand
5837,ramgarh district,165378,3567510,2,2020,jharkhand
5838,ranchi district,658759,9561741,2,2020,jharkhand
5839,east singhbhum district,434360,6992818,2,2020,jharkhand
5840,jamtara district,73046,1036231,2,2020,jharkhand
5841,dumka district,80010,1309799,2,2020,jharkhand
5842,koderma district,94012,2276635,2,2020,jharkhand
5843,hazaribagh district,276976,6078697,2,2020,jharkhand
5844,simdega district,20958,375778,2,2020,jharkhand
5845,garhwa district,100688,2708446,2,2020,jharkhand
5846,saraikela kharsawan district,136923,2371618,2,2020,jharkhand
5847,gumla district,40978,688946,2,2020,jharkhand
5848,chatra district,77456,2137879,2,2020,jharkhand
5849,khunti district,25097,427578,2,2020,jharkhand
5850,dhanbad district,519732,8715419,2,2020,jharkhand
5851,godda district,88221,1800387,2,2020,jharkhand
5852,deoghar district,210740,3369491,2,2020,jharkhand
5853,palamu district,183579,4618929,2,2020,jharkhand
5854,latehar district,48794,1254156,2,2020,jharkhand
5855,west singhbhum district,88090,1491416,2,2020,jharkhand
5856,pakur district,38861,729837,2,2020,jharkhand
5857,lohardaga district,31965,598456,2,2020,jharkhand
5858,sahebganj district,64796,1199443,2,2020,jharkhand
5859,giridih district,220721,5073397,2,2020,jharkhand
5860,bokaro district,380895,7954669,2,2020,jharkhand
5861,ramgarh district,182149,4719920,3,2020,jharkhand
5862,ranchi district,722352,14371567,3,2020,jharkhand
5863,east singhbhum district,476881,9601377,3,2020,jharkhand
5864,jamtara district,82584,1071457,3,2020,jharkhand
5865,dumka district,88903,1564610,3,2020,jharkhand
5866,koderma district,103523,2918884,3,2020,jharkhand
5867,hazaribagh district,306623,8188515,3,2020,jharkhand
5868,simdega district,24233,453592,3,2020,jharkhand
5869,garhwa district,112486,3145878,3,2020,jharkhand
5870,saraikela kharsawan district,150480,3088081,3,2020,jharkhand
5871,gumla district,46938,854422,3,2020,jharkhand
5872,chatra district,86445,2422661,3,2020,jharkhand
5873,khunti district,28530,538438,3,2020,jharkhand
5874,dhanbad district,564484,11502948,3,2020,jharkhand
5875,godda district,98410,2166338,3,2020,jharkhand
5876,deoghar district,238221,4346879,3,2020,jharkhand
5877,palamu district,204809,5512618,3,2020,jharkhand
5878,latehar district,54768,1507817,3,2020,jharkhand
5879,west singhbhum district,98640,1895347,3,2020,jharkhand
5880,pakur district,44056,835095,3,2020,jharkhand
5881,lohardaga district,36103,759662,3,2020,jharkhand
5882,sahebganj district,73039,1451892,3,2020,jharkhand
5883,giridih district,242810,5878227,3,2020,jharkhand
5884,bokaro district,412560,10522559,3,2020,jharkhand
5885,ramgarh district,199908,6042221,4,2020,jharkhand
5886,ranchi district,791146,19830651,4,2020,jharkhand
5887,east singhbhum district,520692,12669781,4,2020,jharkhand
5888,jamtara district,90255,1051354,4,2020,jharkhand
5889,dumka district,98398,1911871,4,2020,jharkhand
5890,koderma district,113832,3687750,4,2020,jharkhand
5891,hazaribagh district,337622,10727123,4,2020,jharkhand
5892,simdega district,27521,561265,4,2020,jharkhand
5893,garhwa district,125297,4029317,4,2020,jharkhand
5894,saraikela kharsawan district,165120,3960287,4,2020,jharkhand
5895,gumla district,52706,1073895,4,2020,jharkhand
5896,chatra district,96589,2948733,4,2020,jharkhand
5897,khunti district,31920,664446,4,2020,jharkhand
5898,dhanbad district,614521,14915118,4,2020,jharkhand
5899,godda district,108334,2359492,4,2020,jharkhand
5900,deoghar district,261144,4446401,4,2020,jharkhand
5901,palamu district,227735,6932382,4,2020,jharkhand
5902,latehar district,61376,1886815,4,2020,jharkhand
5903,west singhbhum district,109565,2393037,4,2020,jharkhand
5904,pakur district,49145,990748,4,2020,jharkhand
5905,lohardaga district,40149,928898,4,2020,jharkhand
5906,sahebganj district,81607,1854693,4,2020,jharkhand
5907,giridih district,266388,7122309,4,2020,jharkhand
5908,bokaro district,446968,13322248,4,2020,jharkhand
5909,ramgarh district,216188,6534314,1,2021,jharkhand
5910,ranchi district,853943,24364256,1,2021,jharkhand
5911,east singhbhum district,560083,13862208,1,2021,jharkhand
5912,jamtara district,97127,1055011,1,2021,jharkhand
5913,dumka district,106316,2134734,1,2021,jharkhand
5914,koderma district,123296,4042931,1,2021,jharkhand
5915,hazaribagh district,366460,12583272,1,2021,jharkhand
5916,simdega district,30003,645261,1,2021,jharkhand
5917,garhwa district,136634,4603704,1,2021,jharkhand
5918,saraikela kharsawan district,177952,4356961,1,2021,jharkhand
5919,gumla district,57454,1197448,1,2021,jharkhand
5920,chatra district,105135,3325471,1,2021,jharkhand
5921,khunti district,34728,743854,1,2021,jharkhand
5922,dhanbad district,661077,15887183,1,2021,jharkhand
5923,godda district,117166,2698124,1,2021,jharkhand
5924,deoghar district,281799,4690063,1,2021,jharkhand
5925,palamu district,247954,8066488,1,2021,jharkhand
5926,latehar district,66756,2190635,1,2021,jharkhand
5927,west singhbhum district,118302,2578239,1,2021,jharkhand
5928,pakur district,53417,1136413,1,2021,jharkhand
5929,lohardaga district,43640,1013709,1,2021,jharkhand
5930,sahebganj district,88783,2200017,1,2021,jharkhand
5931,giridih district,288800,7801690,1,2021,jharkhand
5932,bokaro district,480036,14019345,1,2021,jharkhand
5933,ramgarh district,231819,6897453,2,2021,jharkhand
5934,ranchi district,913972,19524717,2,2021,jharkhand
5935,east singhbhum district,598988,12301577,2,2021,jharkhand
5936,jamtara district,104479,2126668,2,2021,jharkhand
5937,dumka district,114356,4718005,2,2021,jharkhand
5938,koderma district,132641,5645523,2,2021,jharkhand
5939,hazaribagh district,393223,16248395,2,2021,jharkhand
5940,simdega district,32588,2868439,2,2021,jharkhand
5941,garhwa district,147560,9942378,2,2021,jharkhand
5942,saraikela kharsawan district,190784,5627014,2,2021,jharkhand
5943,gumla district,62413,4324289,2,2021,jharkhand
5944,chatra district,113517,8089470,2,2021,jharkhand
5945,khunti district,37571,2462593,2,2021,jharkhand
5946,dhanbad district,707255,12468482,2,2021,jharkhand
5947,godda district,125926,4183158,2,2021,jharkhand
5948,deoghar district,302724,5493078,2,2021,jharkhand
5949,palamu district,267081,13019054,2,2021,jharkhand
5950,latehar district,72198,5660081,2,2021,jharkhand
5951,west singhbhum district,127433,6082383,2,2021,jharkhand
5952,pakur district,57693,2119481,2,2021,jharkhand
5953,lohardaga district,47186,1885472,2,2021,jharkhand
5954,sahebganj district,95632,3608898,2,2021,jharkhand
5955,giridih district,311161,14594016,2,2021,jharkhand
5956,bokaro district,513303,14343483,2,2021,jharkhand
5957,ramgarh district,250016,8757056,3,2021,jharkhand
5958,ranchi district,982147,27974257,3,2021,jharkhand
5959,east singhbhum district,642805,16207989,3,2021,jharkhand
5960,jamtara district,113199,2531677,3,2021,jharkhand
5961,dumka district,124101,5890404,3,2021,jharkhand
5962,koderma district,143395,6604614,3,2021,jharkhand
5963,hazaribagh district,424328,21020796,3,2021,jharkhand
5964,simdega district,35666,3575214,3,2021,jharkhand
5965,garhwa district,160500,11129378,3,2021,jharkhand
5966,saraikela kharsawan district,205625,7269417,3,2021,jharkhand
5967,gumla district,68433,5329594,3,2021,jharkhand
5968,chatra district,123490,9659396,3,2021,jharkhand
5969,khunti district,41000,3160466,3,2021,jharkhand
5970,dhanbad district,759888,15713561,3,2021,jharkhand
5971,godda district,136332,4910183,3,2021,jharkhand
5972,deoghar district,327586,6505237,3,2021,jharkhand
5973,palamu district,289617,15151980,3,2021,jharkhand
5974,latehar district,78586,7273256,3,2021,jharkhand
5975,west singhbhum district,138137,8303956,3,2021,jharkhand
5976,pakur district,62824,2830933,3,2021,jharkhand
5977,lohardaga district,51347,2426133,3,2021,jharkhand
5978,sahebganj district,103775,4587932,3,2021,jharkhand
5979,giridih district,337529,16247750,3,2021,jharkhand
5980,bokaro district,551517,17414819,3,2021,jharkhand
5981,ramgarh district,267710,13128254,4,2021,jharkhand
5982,ranchi district,1050479,47168019,4,2021,jharkhand
5983,east singhbhum district,686766,25038156,4,2021,jharkhand
5984,jamtara district,121635,2085697,4,2021,jharkhand
5985,dumka district,133647,4199037,4,2021,jharkhand
5986,koderma district,153951,9738720,4,2021,jharkhand
5987,hazaribagh district,455411,26793581,4,2021,jharkhand
5988,simdega district,38803,1446594,4,2021,jharkhand
5989,garhwa district,173273,9706672,4,2021,jharkhand
5990,saraikela kharsawan district,220378,8541090,4,2021,jharkhand
5991,gumla district,74184,2452764,4,2021,jharkhand
5992,chatra district,133013,7503063,4,2021,jharkhand
5993,khunti district,44343,1587917,4,2021,jharkhand
5994,dhanbad district,812467,30935388,4,2021,jharkhand
5995,godda district,146344,5124535,4,2021,jharkhand
5996,deoghar district,351728,9085059,4,2021,jharkhand
5997,palamu district,311702,16858288,4,2021,jharkhand
5998,latehar district,84949,4809991,4,2021,jharkhand
5999,west singhbhum district,148470,5094641,4,2021,jharkhand
6000,pakur district,67735,2181673,4,2021,jharkhand
6001,lohardaga district,55415,2130989,4,2021,jharkhand
6002,sahebganj district,111603,4772844,4,2021,jharkhand
6003,giridih district,362829,18499654,4,2021,jharkhand
6004,bokaro district,589361,26077383,4,2021,jharkhand
6005,ramgarh district,284993,8511310,1,2022,jharkhand
6006,ranchi district,1115386,25543169,1,2022,jharkhand
6007,east singhbhum district,728043,16031807,1,2022,jharkhand
6008,jamtara district,129831,5164704,1,2022,jharkhand
6009,dumka district,142767,13991217,1,2022,jharkhand
6010,koderma district,164357,8819732,1,2022,jharkhand
6011,hazaribagh district,485388,28779029,1,2022,jharkhand
6012,simdega district,41596,9873256,1,2022,jharkhand
6013,garhwa district,186055,21084113,1,2022,jharkhand
6014,saraikela kharsawan district,234284,10335365,1,2022,jharkhand
6015,gumla district,79572,12854186,1,2022,jharkhand
6016,chatra district,142601,20452172,1,2022,jharkhand
6017,khunti district,47381,7503720,1,2022,jharkhand
6018,dhanbad district,862955,8822023,1,2022,jharkhand
6019,godda district,156522,7224128,1,2022,jharkhand
6020,deoghar district,375345,7353380,1,2022,jharkhand
6021,palamu district,333409,22076334,1,2022,jharkhand
6022,latehar district,91046,16239357,1,2022,jharkhand
6023,west singhbhum district,158559,19386712,1,2022,jharkhand
6024,pakur district,72474,5284941,1,2022,jharkhand
6025,lohardaga district,59387,4299614,1,2022,jharkhand
6026,sahebganj district,119193,8177435,1,2022,jharkhand
6027,giridih district,387949,27383023,1,2022,jharkhand
6028,bokaro district,626182,16165254,1,2022,jharkhand
6029,ramgarh district,301481,9587871,2,2022,jharkhand
6030,ranchi district,1176707,28142010,2,2022,jharkhand
6031,east singhbhum district,767451,16263585,2,2022,jharkhand
6032,jamtara district,137308,5659295,2,2022,jharkhand
6033,dumka district,150959,16407466,2,2022,jharkhand
6034,koderma district,174032,10058229,2,2022,jharkhand
6035,hazaribagh district,513316,34129603,2,2022,jharkhand
6036,simdega district,43976,10782824,2,2022,jharkhand
6037,garhwa district,197920,25679048,2,2022,jharkhand
6038,saraikela kharsawan district,247346,11414366,2,2022,jharkhand
6039,gumla district,84189,14156104,2,2022,jharkhand
6040,chatra district,151181,23805097,2,2022,jharkhand
6041,khunti district,50173,8397797,2,2022,jharkhand
6042,dhanbad district,910885,8675771,2,2022,jharkhand
6043,godda district,165751,8095464,2,2022,jharkhand
6044,deoghar district,397542,8732015,2,2022,jharkhand
6045,palamu district,353653,25412593,2,2022,jharkhand
6046,latehar district,96644,18770145,2,2022,jharkhand
6047,west singhbhum district,167576,22468923,2,2022,jharkhand
6048,pakur district,76800,5884669,2,2022,jharkhand
6049,lohardaga district,62940,5252772,2,2022,jharkhand
6050,sahebganj district,126207,8936289,2,2022,jharkhand
6051,giridih district,411014,34460111,2,2022,jharkhand
6052,bokaro district,661123,17881438,2,2022,jharkhand
6053,ramgarh district,318524,10565052,3,2022,jharkhand
6054,ranchi district,1240013,29762965,3,2022,jharkhand
6055,east singhbhum district,808077,19080052,3,2022,jharkhand
6056,jamtara district,144946,6951045,3,2022,jharkhand
6057,dumka district,159000,17861970,3,2022,jharkhand
6058,koderma district,184029,11517574,3,2022,jharkhand
6059,hazaribagh district,542145,39435599,3,2022,jharkhand
6060,simdega district,46267,11005369,3,2022,jharkhand
6061,garhwa district,209835,26599548,3,2022,jharkhand
6062,saraikela kharsawan district,260605,12258879,3,2022,jharkhand
6063,gumla district,88627,15813994,3,2022,jharkhand
6064,chatra district,159669,25643565,3,2022,jharkhand
6065,khunti district,52686,8212761,3,2022,jharkhand
6066,dhanbad district,961257,8905102,3,2022,jharkhand
6067,godda district,175220,9809370,3,2022,jharkhand
6068,deoghar district,420404,10028375,3,2022,jharkhand
6069,palamu district,374369,26034277,3,2022,jharkhand
6070,latehar district,101957,22116894,3,2022,jharkhand
6071,west singhbhum district,176299,24081508,3,2022,jharkhand
6072,pakur district,81030,7662233,3,2022,jharkhand
6073,lohardaga district,66559,6268805,3,2022,jharkhand
6074,sahebganj district,133412,10421449,3,2022,jharkhand
6075,giridih district,434250,36940894,3,2022,jharkhand
6076,bokaro district,697249,17251580,3,2022,jharkhand
6077,ramgarh district,334310,16495695,4,2022,jharkhand
6078,ranchi district,1301412,62592229,4,2022,jharkhand
6079,east singhbhum district,847360,33606713,4,2022,jharkhand
6080,jamtara district,151622,3728480,4,2022,jharkhand
6081,dumka district,165890,6661179,4,2022,jharkhand
6082,koderma district,193342,14001821,4,2022,jharkhand
6083,hazaribagh district,569551,35939746,4,2022,jharkhand
6084,simdega district,48059,2324022,4,2022,jharkhand
6085,garhwa district,220098,13827764,4,2022,jharkhand
6086,saraikela kharsawan district,272780,13215875,4,2022,jharkhand
6087,gumla district,92238,4009661,4,2022,jharkhand
6088,chatra district,167214,11250042,4,2022,jharkhand
6089,khunti district,54760,2405827,4,2022,jharkhand
6090,dhanbad district,1009397,41243332,4,2022,jharkhand
6091,godda district,183602,7399935,4,2022,jharkhand
6092,deoghar district,441349,14145956,4,2022,jharkhand
6093,palamu district,393187,22012636,4,2022,jharkhand
6094,latehar district,106524,7428866,4,2022,jharkhand
6095,west singhbhum district,183896,7511579,4,2022,jharkhand
6096,pakur district,84785,3776642,4,2022,jharkhand
6097,lohardaga district,69683,3276405,4,2022,jharkhand
6098,sahebganj district,139992,6829003,4,2022,jharkhand
6099,giridih district,454873,29229727,4,2022,jharkhand
6100,bokaro district,731714,33185594,4,2022,jharkhand
6101,mysuru district,150799,0,1,2018,karnataka
6102,chitradurga district,41656,0,1,2018,karnataka
6103,kalaburagi district,81933,0,1,2018,karnataka
6104,ramanagara district,47100,0,1,2018,karnataka
6105,mandya district,50951,0,1,2018,karnataka
6106,kodagu district,14783,0,1,2018,karnataka
6107,chikkamagaluru district,32240,0,1,2018,karnataka
6108,haveri district,33262,0,1,2018,karnataka
6109,ballari district,103566,0,1,2018,karnataka
6110,belagavi district,140320,0,1,2018,karnataka
6111,kolar district,60498,0,1,2018,karnataka
6112,uttara kannada district,48635,0,1,2018,karnataka
6113,tumakuru district,82955,0,1,2018,karnataka
6114,yadgir district,21121,0,1,2018,karnataka
6115,bengaluru urban district,1922368,0,1,2018,karnataka
6116,chikkaballapura district,43074,0,1,2018,karnataka
6117,davanagere district,68178,0,1,2018,karnataka
6118,bagalkote district,63460,0,1,2018,karnataka
6119,vijayapura district,68814,0,1,2018,karnataka
6120,koppal district,34963,0,1,2018,karnataka
6121,bidar district,58446,0,1,2018,karnataka
6122,bengaluru rural district,87955,0,1,2018,karnataka
6123,raichur district,58544,0,1,2018,karnataka
6124,chamarajanagara district,17398,0,1,2018,karnataka
6125,dakshina kannada district,87491,0,1,2018,karnataka
6126,hassan district,51642,0,1,2018,karnataka
6127,dharwad district,106877,0,1,2018,karnataka
6128,shivamogga district,60797,0,1,2018,karnataka
6129,udupi district,49362,0,1,2018,karnataka
6130,gadag district,28575,0,1,2018,karnataka
6131,mysuru district,205044,0,2,2018,karnataka
6132,chitradurga district,59180,0,2,2018,karnataka
6133,kalaburagi district,113205,0,2,2018,karnataka
6134,ramanagara district,66427,0,2,2018,karnataka
6135,mandya district,71274,0,2,2018,karnataka
6136,kodagu district,20698,0,2,2018,karnataka
6137,chikkamagaluru district,45442,0,2,2018,karnataka
6138,haveri district,47272,0,2,2018,karnataka
6139,ballari district,140995,0,2,2018,karnataka
6140,belagavi district,194698,0,2,2018,karnataka
6141,kolar district,84688,0,2,2018,karnataka
6142,uttara kannada district,65063,0,2,2018,karnataka
6143,tumakuru district,116855,0,2,2018,karnataka
6144,yadgir district,30466,0,2,2018,karnataka
6145,bengaluru urban district,2553312,0,2,2018,karnataka
6146,chikkaballapura district,59818,0,2,2018,karnataka
6147,davanagere district,94405,0,2,2018,karnataka
6148,bagalkote district,86717,0,2,2018,karnataka
6149,vijayapura district,95448,0,2,2018,karnataka
6150,koppal district,48604,0,2,2018,karnataka
6151,bidar district,79155,0,2,2018,karnataka
6152,bengaluru rural district,121048,0,2,2018,karnataka
6153,raichur district,81353,0,2,2018,karnataka
6154,chamarajanagara district,24920,0,2,2018,karnataka
6155,dakshina kannada district,118271,0,2,2018,karnataka
6156,hassan district,73330,0,2,2018,karnataka
6157,dharwad district,144884,0,2,2018,karnataka
6158,shivamogga district,83122,0,2,2018,karnataka
6159,udupi district,65245,0,2,2018,karnataka
6160,gadag district,39726,0,2,2018,karnataka
