S.no,Transacton_type,Total_Transactions_count,Total_Amount,Quarter,Year,State
3338,Financial Services,1722,1066651.522,1,2020,tripura
3339,Others,4117,4071399.624,1,2020,tripura
3340,Recharge & bill payments,600206,163220166.8,2,2020,tripura
3341,Peer-to-peer payments,346863,1501452756,2,2020,tripura
3342,Merchant payments,97816,99795973.61,2,2020,tripura
3343,Financial Services,2904,2247782.522,2,2020,tripura
3344,Others,4731,2459205.001,2,2020,tripura
3345,Recharge & bill payments,627363,185201997.3,3,2020,tripura
3346,Peer-to-peer payments,477769,1959371083,3,2020,tripura
3347,Merchant payments,202106,190218136.3,3,2020,tripura
3348,Financial Services,3828,3141391.576,3,2020,tripura
3349,Others,6819,3886908.163,3,2020,tripura
3350,Peer-to-peer payments,650386,2683789890,4,2020,tripura
3351,Recharge & bill payments,631611,192385823.4,4,2020,tripura
3352,Merchant payments,357567,296872485.4,4,2020,tripura
3353,Financial Services,4084,3666639.309,4,2020,tripura
3354,Others,8242,5416158.233,4,2020,tripura
3355,Peer-to-peer payments,643366,2821226151,1,2021,tripura
3356,Recharge & bill payments,508718,173211140.9,1,2021,tripura
3357,Merchant payments,350366,333743281.3,1,2021,tripura
3358,Financial Services,3146,2879929.223,1,2021,tripura
3359,Others,5827,4281067.764,1,2021,tripura
3360,Peer-to-peer payments,703728,2865655130,2,2021,tripura
3361,Recharge & bill payments,589839,189808502.9,2,2021,tripura
3362,Merchant payments,440060,404915546.5,2,2021,tripura
3363,Financial Services,3656,3503925.338,2,2021,tripura
3364,Others,7146,4271255.844,2,2021,tripura
3365,Peer-to-peer payments,864329,3491901741,3,2021,tripura
3366,Recharge & bill payments,620991,215226019.6,3,2021,tripura
3367,Merchant payments,584079,648504775.6,3,2021,tripura
3368,Financial Services,2886,3473153.088,3,2021,tripura
3369,Others,8915,5028078.735,3,2021,tripura
3370,Peer-to-peer payments,1060915,4368786747,4,2021,tripura
3371,Merchant payments,793636,874005407.7,4,2021,tripura
3372,Recharge & bill payments,650251,241225282.1,4,2021,tripura
3373,Financial Services,3635,5073898.608,4,2021,tripura
3374,Others,12256,7838128.8,4,2021,tripura
3375,Peer-to-peer payments,1221863,4934712034,1,2022,tripura
3376,Merchant payments,992891,1037265263,1,2022,tripura
3377,Recharge & bill payments,641170,262348231,1,2022,tripura
3378,Financial Services,4351,5782533.242,1,2022,tripura
3379,Others,10915,7221703.09,1,2022,tripura
3380,Peer-to-peer payments,1443647,5354182194,2,2022,tripura
3381,Merchant payments,1322009,1235804020,2,2022,tripura
3382,Recharge & bill payments,638643,278018856.2,2,2022,tripura
3383,Financial Services,3812,4533635.769,2,2022,tripura
3384,Others,10553,5732336.736,2,2022,tripura
3385,Peer-to-peer payments,1836678,6718925839,3,2022,tripura
3386,Merchant payments,1660497,1589078400,3,2022,tripura
3387,Recharge & bill payments,745382,329401812.4,3,2022,tripura
3388,Financial Services,4343,5330626.12,3,2022,tripura
3389,Others,9679,5616127.068,3,2022,tripura
3390,Peer-to-peer payments,2252390,8142233538,4,2022,tripura
3391,Merchant payments,2054988,1925282619,4,2022,tripura
3392,Recharge & bill payments,874800,373875271.2,4,2022,tripura
3393,Financial Services,5787,5028488.555,4,2022,tripura
3394,Others,10225,6551901.176,4,2022,tripura
3395,Recharge & bill payments,7003704,1201827544,1,2018,uttar-pradesh
3396,Peer-to-peer payments,4123625,11786969149,1,2018,uttar-pradesh
3397,Merchant payments,442436,428301434.3,1,2018,uttar-pradesh
3398,Financial Services,397328,75150444.99,1,2018,uttar-pradesh
3399,Others,570712,447722351.3,1,2018,uttar-pradesh
3400,Recharge & bill payments,9232131,2044535461,2,2018,uttar-pradesh
3401,Peer-to-peer payments,6484369,22197440016,2,2018,uttar-pradesh
3402,Merchant payments,909545,799920463.3,2,2018,uttar-pradesh
3403,Financial Services,563213,105536911.8,2,2018,uttar-pradesh
3404,Others,521685,572768843.2,2,2018,uttar-pradesh
3405,Peer-to-peer payments,13828768,32944051607,3,2018,uttar-pradesh
3406,Recharge & bill payments,9140873,2485029063,3,2018,uttar-pradesh
3407,Merchant payments,2397448,1012726185,3,2018,uttar-pradesh
3408,Financial Services,603303,76605144.66,3,2018,uttar-pradesh
3409,Others,544964,493702369.6,3,2018,uttar-pradesh
3410,Peer-to-peer payments,15804910,48836291124,4,2018,uttar-pradesh
3411,Recharge & bill payments,11976808,3040717447,4,2018,uttar-pradesh
3412,Merchant payments,6953857,2480267671,4,2018,uttar-pradesh
3413,Financial Services,517619,76250539.86,4,2018,uttar-pradesh
3414,Others,847573,663216794.2,4,2018,uttar-pradesh
3415,Peer-to-peer payments,32062452,68506766330,1,2019,uttar-pradesh
3416,Recharge & bill payments,15400713,4231102033,1,2019,uttar-pradesh
3417,Merchant payments,8558766,3105904146,1,2019,uttar-pradesh
3418,Financial Services,389733,43341558.49,1,2019,uttar-pradesh
3419,Others,912840,637066065.9,1,2019,uttar-pradesh
3420,Peer-to-peer payments,27105049,87581482659,2,2019,uttar-pradesh
3421,Recharge & bill payments,17551537,5627886176,2,2019,uttar-pradesh
3422,Merchant payments,12733089,4894223107,2,2019,uttar-pradesh
3423,Financial Services,264091,38169259.95,2,2019,uttar-pradesh
3424,Others,1229734,775758168.4,2,2019,uttar-pradesh
3425,Peer-to-peer payments,26990786,95134023864,3,2019,uttar-pradesh
3426,Recharge & bill payments,20359672,8000160943,3,2019,uttar-pradesh
3427,Merchant payments,19625935,7399443975,3,2019,uttar-pradesh
3428,Financial Services,258548,51363215.15,3,2019,uttar-pradesh
3429,Others,1389018,683145478.1,3,2019,uttar-pradesh
3430,Peer-to-peer payments,40540310,1.27E+11,4,2019,uttar-pradesh
3431,Recharge & bill payments,24299776,9082140370,4,2019,uttar-pradesh
3432,Merchant payments,20582052,9412924985,4,2019,uttar-pradesh
3433,Financial Services,242936,45686806.83,4,2019,uttar-pradesh
3434,Others,1239931,433285937.6,4,2019,uttar-pradesh
3435,Peer-to-peer payments,39581157,1.48E+11,1,2020,uttar-pradesh
3436,Recharge & bill payments,29777603,11168417431,1,2020,uttar-pradesh
3437,Merchant payments,26741638,13072371617,1,2020,uttar-pradesh
3438,Financial Services,139990,64365117.41,1,2020,uttar-pradesh
3439,Others,998744,376573949.2,1,2020,uttar-pradesh
3440,Recharge & bill payments,42229417,14668026056,2,2020,uttar-pradesh
3441,Peer-to-peer payments,39434202,1.50E+11,2,2020,uttar-pradesh
3442,Merchant payments,18625913,13655151083,2,2020,uttar-pradesh
3443,Financial Services,150360,131930242.9,2,2020,uttar-pradesh
3444,Others,412073,209384339.6,2,2020,uttar-pradesh
3445,Peer-to-peer payments,54449911,2.08E+11,3,2020,uttar-pradesh
3446,Recharge & bill payments,37465163,16437365641,3,2020,uttar-pradesh
3447,Merchant payments,34697942,24224433241,3,2020,uttar-pradesh
3448,Financial Services,206210,194129227.5,3,2020,uttar-pradesh
3449,Others,586033,303114557.1,3,2020,uttar-pradesh
3450,Peer-to-peer payments,75433782,2.94E+11,4,2020,uttar-pradesh
3451,Merchant payments,61922138,44438824681,4,2020,uttar-pradesh
3452,Recharge & bill payments,39570153,17793973969,4,2020,uttar-pradesh
3453,Financial Services,246868,255803306.1,4,2020,uttar-pradesh
3454,Others,994576,539071475.9,4,2020,uttar-pradesh
3455,Peer-to-peer payments,85539321,3.22E+11,1,2021,uttar-pradesh
3456,Merchant payments,78873969,55362244381,1,2021,uttar-pradesh
3457,Recharge & bill payments,38981894,18563189222,1,2021,uttar-pradesh
3458,Financial Services,250656,266104783.7,1,2021,uttar-pradesh
3459,Others,853707,486435811.4,1,2021,uttar-pradesh
3460,Peer-to-peer payments,102927942,3.89E+11,2,2021,uttar-pradesh
3461,Merchant payments,84860582,70351401160,2,2021,uttar-pradesh
3462,Recharge & bill payments,53030710,22266927129,2,2021,uttar-pradesh
3463,Financial Services,270944,266853066.8,2,2021,uttar-pradesh
3464,Others,858953,525487682.6,2,2021,uttar-pradesh
3465,Peer-to-peer payments,127945827,4.41E+11,3,2021,uttar-pradesh
3466,Merchant payments,126699830,91089049637,3,2021,uttar-pradesh
3467,Recharge & bill payments,50414232,24348150110,3,2021,uttar-pradesh
3468,Financial Services,253418,292009129,3,2021,uttar-pradesh
3469,Others,1230077,624716522.1,3,2021,uttar-pradesh
3470,Merchant payments,183966052,1.43E+11,4,2021,uttar-pradesh
3471,Peer-to-peer payments,167503176,6.01E+11,4,2021,uttar-pradesh
3472,Recharge & bill payments,52863531,28812549098,4,2021,uttar-pradesh
3473,Financial Services,353219,386356976.5,4,2021,uttar-pradesh
3474,Others,1471954,829152405.3,4,2021,uttar-pradesh
3475,Merchant payments,221556930,1.66E+11,1,2022,uttar-pradesh
3476,Peer-to-peer payments,195592648,6.85E+11,1,2022,uttar-pradesh
3477,Recharge & bill payments,54873261,31683813998,1,2022,uttar-pradesh
3478,Financial Services,358499,386218170.6,1,2022,uttar-pradesh
3479,Others,1571908,750327356.1,1,2022,uttar-pradesh
3480,Merchant payments,298721048,2.16E+11,2,2022,uttar-pradesh
3481,Peer-to-peer payments,232444860,8.13E+11,2,2022,uttar-pradesh
3482,Recharge & bill payments,62659780,37867966759,2,2022,uttar-pradesh
3483,Financial Services,268349,285646084.3,2,2022,uttar-pradesh
3484,Others,1204739,606123265.1,2,2022,uttar-pradesh
3485,Merchant payments,361972506,2.32E+11,3,2022,uttar-pradesh
3486,Peer-to-peer payments,267205027,8.45E+11,3,2022,uttar-pradesh
3487,Recharge & bill payments,72984811,43854148173,3,2022,uttar-pradesh
3488,Financial Services,367887,344330142.1,3,2022,uttar-pradesh
3489,Others,1058841,601411350.4,3,2022,uttar-pradesh
3490,Merchant payments,439247166,2.97E+11,4,2022,uttar-pradesh
3491,Peer-to-peer payments,317613698,1.03E+12,4,2022,uttar-pradesh
3492,Recharge & bill payments,78025017,48159073835,4,2022,uttar-pradesh
3493,Financial Services,418329,430212917.3,4,2022,uttar-pradesh
3494,Others,1064861,661985014.8,4,2022,uttar-pradesh
3495,Recharge & bill payments,730428,124377517.3,1,2018,uttarakhand
3496,Peer-to-peer payments,399545,1296603346,1,2018,uttarakhand
3497,Merchant payments,35382,39372913.1,1,2018,uttarakhand
3498,Financial Services,27761,5637758.556,1,2018,uttarakhand
3499,Others,53569,42553823.19,1,2018,uttarakhand
3500,Recharge & bill payments,946332,193802092.8,2,2018,uttarakhand
3501,Peer-to-peer payments,620490,2358941865,2,2018,uttarakhand
3502,Merchant payments,60494,66946005.76,2,2018,uttarakhand
3503,Financial Services,29919,7913276.779,2,2018,uttarakhand
3504,Others,46887,52152138.42,2,2018,uttarakhand
3505,Peer-to-peer payments,1049725,3356030295,3,2018,uttarakhand
3506,Recharge & bill payments,1004356,239244556.8,3,2018,uttarakhand
3507,Merchant payments,112342,84447374.87,3,2018,uttarakhand
3508,Financial Services,22792,4334709.91,3,2018,uttarakhand
3509,Others,39917,42516103.39,3,2018,uttarakhand
3510,Peer-to-peer payments,1556731,5072621132,4,2018,uttarakhand
3511,Recharge & bill payments,1252124,292877734.3,4,2018,uttarakhand
3512,Merchant payments,289733,228453045.9,4,2018,uttarakhand
3513,Financial Services,29916,6035161.099,4,2018,uttarakhand
3514,Others,50257,54285064.33,4,2018,uttarakhand
3515,Peer-to-peer payments,3499130,6512361464,1,2019,uttarakhand
3516,Recharge & bill payments,1590269,394631055.7,1,2019,uttarakhand
3517,Merchant payments,372290,226281078.8,1,2019,uttarakhand
3518,Financial Services,28784,3951610.305,1,2019,uttarakhand
3519,Others,55528,46303966.01,1,2019,uttarakhand
3520,Peer-to-peer payments,2383662,7752954671,2,2019,uttarakhand
3521,Recharge & bill payments,1616176,454962951.9,2,2019,uttarakhand
3522,Merchant payments,721858,323876953.4,2,2019,uttarakhand
3523,Financial Services,21852,2550386.477,2,2019,uttarakhand
3524,Others,69727,54187888.54,2,2019,uttarakhand
3525,Peer-to-peer payments,2313544,8512622076,3,2019,uttarakhand
3526,Recharge & bill payments,2201606,683772297,3,2019,uttarakhand
3527,Merchant payments,1121052,480794827.1,3,2019,uttarakhand
3528,Financial Services,12119,4570326.192,3,2019,uttarakhand
3529,Others,62155,47272543.29,3,2019,uttarakhand
3530,Peer-to-peer payments,3210116,11020339547,4,2019,uttarakhand
3531,Recharge & bill payments,2547173,817728111.5,4,2019,uttarakhand
3532,Merchant payments,1542944,701746516.9,4,2019,uttarakhand
3533,Financial Services,11585,3555524.377,4,2019,uttarakhand
3534,Others,50298,30336605.84,4,2019,uttarakhand
3535,Peer-to-peer payments,3792776,13999676597,1,2020,uttarakhand
3536,Recharge & bill payments,2990764,1028598924,1,2020,uttarakhand
3537,Merchant payments,2289657,1094245197,1,2020,uttarakhand
3538,Financial Services,10246,8180881.809,1,2020,uttarakhand
3539,Others,48341,27378658.63,1,2020,uttarakhand
3540,Recharge & bill payments,3755695,1303523585,2,2020,uttarakhand
3541,Peer-to-peer payments,3656029,13572964170,2,2020,uttarakhand
3542,Merchant payments,1587042,1181497493,2,2020,uttarakhand
3543,Financial Services,15023,17612288.06,2,2020,uttarakhand
3544,Others,33981,18590166.38,2,2020,uttarakhand
3545,Peer-to-peer payments,4836512,18377468807,3,2020,uttarakhand
3546,Recharge & bill payments,3751993,1509373288,3,2020,uttarakhand
3547,Merchant payments,3164623,2166776520,3,2020,uttarakhand
3548,Financial Services,20455,26449980.58,3,2020,uttarakhand
3549,Others,45352,23442372.42,3,2020,uttarakhand
3550,Peer-to-peer payments,6748183,25748737002,4,2020,uttarakhand
3551,Merchant payments,6629201,4274032857,4,2020,uttarakhand
3552,Recharge & bill payments,4140391,1697819951,4,2020,uttarakhand
3553,Financial Services,27120,29791064.76,4,2020,uttarakhand
3554,Others,68376,42358455.01,4,2020,uttarakhand
3555,Merchant payments,8393767,5283142247,1,2021,uttarakhand
3556,Peer-to-peer payments,7981710,29202365443,1,2021,uttarakhand
3557,Recharge & bill payments,4146569,1727960484,1,2021,uttarakhand
3558,Financial Services,30208,38400864,1,2021,uttarakhand
3559,Others,56148,36320362.17,1,2021,uttarakhand
3560,Peer-to-peer payments,9374939,32674145244,2,2021,uttarakhand
3561,Merchant payments,9134389,6257528832,2,2021,uttarakhand
3562,Recharge & bill payments,5388285,1979824049,2,2021,uttarakhand
3563,Financial Services,31497,35404991.87,2,2021,uttarakhand
3564,Others,71322,43914757.7,2,2021,uttarakhand
3565,Merchant payments,13673085,9001414756,3,2021,uttarakhand
3566,Peer-to-peer payments,11867174,39256650720,3,2021,uttarakhand
3567,Recharge & bill payments,5388011,2182554095,3,2021,uttarakhand
3568,Financial Services,27839,38013969.98,3,2021,uttarakhand
3569,Others,86175,48863242.23,3,2021,uttarakhand
3570,Merchant payments,19850878,13515464698,4,2021,uttarakhand
3571,Peer-to-peer payments,14819203,49969580473,4,2021,uttarakhand
3572,Recharge & bill payments,5536262,2540546090,4,2021,uttarakhand
3573,Financial Services,38764,51212042.38,4,2021,uttarakhand
3574,Others,116173,71304856.18,4,2021,uttarakhand
3575,Merchant payments,22595602,14585438346,1,2022,uttarakhand
3576,Peer-to-peer payments,16201632,53535521439,1,2022,uttarakhand
3577,Recharge & bill payments,5617605,2745987928,1,2022,uttarakhand
3578,Financial Services,39033,49695999.72,1,2022,uttarakhand
3579,Others,106900,62138787.24,1,2022,uttarakhand
3580,Merchant payments,32087670,19479185362,2,2022,uttarakhand
3581,Peer-to-peer payments,19677409,65563901300,2,2022,uttarakhand
3582,Recharge & bill payments,6263098,3174160698,2,2022,uttarakhand
3583,Financial Services,32284,37217548.79,2,2022,uttarakhand
3584,Others,106417,58906116.08,2,2022,uttarakhand
3585,Merchant payments,35069444,20528059274,3,2022,uttarakhand
3586,Peer-to-peer payments,22031045,68377272373,3,2022,uttarakhand
3587,Recharge & bill payments,6765699,3633710469,3,2022,uttarakhand
3588,Financial Services,38061,44669245.27,3,2022,uttarakhand
3589,Others,92270,57548577.44,3,2022,uttarakhand
3590,Merchant payments,43185705,26026949674,4,2022,uttarakhand
3591,Peer-to-peer payments,27043038,85220041975,4,2022,uttarakhand
3592,Recharge & bill payments,7610775,4128624165,4,2022,uttarakhand
3593,Financial Services,44569,55762460.39,4,2022,uttarakhand
3594,Others,99793,64668557.39,4,2022,uttarakhand
3595,Recharge & bill payments,5773831,964309486,1,2018,west-bengal
3596,Peer-to-peer payments,4383075,8874266826,1,2018,west-bengal
3597,Financial Services,665171,119502271.7,1,2018,west-bengal
3598,Merchant payments,443378,366788699.7,1,2018,west-bengal
3599,Others,444770,301111268.9,1,2018,west-bengal
3600,Peer-to-peer payments,8284944,15889890047,2,2018,west-bengal
3601,Recharge & bill payments,7360522,1563841174,2,2018,west-bengal
3602,Financial Services,1121570,160809685.9,2,2018,west-bengal
3603,Merchant payments,937608,715914360.8,2,2018,west-bengal
3604,Others,377802,298728202.7,2,2018,west-bengal
3605,Peer-to-peer payments,41882429,38439798815,3,2018,west-bengal
3606,Recharge & bill payments,7596315,1992473341,3,2018,west-bengal
3607,Merchant payments,2252265,979603555.1,3,2018,west-bengal
3608,Financial Services,1619524,185187032.9,3,2018,west-bengal
3609,Others,354883,246871438.6,3,2018,west-bengal
3610,Peer-to-peer payments,17154995,35303180047,4,2018,west-bengal
3611,Recharge & bill payments,9425082,2467741143,4,2018,west-bengal
3612,Merchant payments,8633569,2294203497,4,2018,west-bengal
3613,Financial Services,734796,93755616.52,4,2018,west-bengal
3614,Others,565106,330738908.2,4,2018,west-bengal
3615,Peer-to-peer payments,27374206,44170923882,1,2019,west-bengal
3616,Recharge & bill payments,11659948,3021107712,1,2019,west-bengal
3617,Merchant payments,7636726,2645438308,1,2019,west-bengal
3618,Financial Services,525650,47986448.47,1,2019,west-bengal
3619,Others,429858,279216273.4,1,2019,west-bengal
